id,nl_statement,lean4_src_header,lean4_formalization,lean4_prediction,beq_plus,typecheck
quantitative_reasoning_zh_blue_500,"11 Given \(x^{2}+4y^{2}=4x\), find the maximum and minimum values of the following expressions.
(1) \(u = x^{2}+y^{2}\); (2) \(v = x + y\).

Proof: The given condition can be rewritten as
\[
\frac{(x - 2)^{2}}{4}+y^{2}=1.
\]
Let \(\begin{cases}x = 2 + 2\cos\theta\\y=\sin\theta\end{cases}\) (\(\theta\) is a parameter), then
(1) \(u=(2 + 2\cos\theta)^{2}+\sin^{2}\theta=4 + 8\cos\theta+4\cos^{2}\theta+\sin^{2}\theta=3\cos^{2}\theta + 8\cos\theta + 5 = 3\left(\cos\theta+\frac{4}{3}\right)^{2}-\frac{1}{3}\).
So,
\[
u_{\min}=0, u_{\max}=16.
\]
(2) \(v = 2+2\cos\theta+\sin\theta=\sqrt{5}\sin(\theta+\varphi)+2\) (where \(\tan\varphi = 2\)).
Therefore,
\[
v_{\min}=2-\sqrt{5}, v_{\max}=2+\sqrt{5}.
\]

Note: If \(u^{2}+v^{2}=1\), then let \(u = \sin\alpha\), \(v=\cos\alpha\), \(\alpha\in[0,2\pi)\). If \(u,v\in\mathbf{R}^{+}\) and \(u + v = 1\), then let \(u=\sin^{2}\alpha\), \(v=\cos^{2}\alpha\), \(\alpha\in\left(0,\frac{\pi}{2}\right)\) and so on.
These substitutions can help us simplify problems and thus solve them. ","import Mathlib

open Real Set
open scoped BigOperators","theorem quantitative_reasoning_zh_blue_500 :
  IsGreatest {u : ℝ | ∃ x y, u = x^2 + y^2 ∧ x^2 + 4 * y^2 = 4 * x} 16 ∧
  IsLeast {u : ℝ | ∃ x y, u = x^2 + y^2 ∧ x^2 + 4 * y^2 = 4 * x} 0 ∧
  IsGreatest {v : ℝ | ∃ x y, v = x + y ∧ x^2 + 4 * y^2 = 4 * x} (2 + Real.sqrt 5) ∧
  IsLeast {v : ℝ | ∃ x y, v = x + y ∧ x^2 + 4 * y^2 = 4 * x} (2 - Real.sqrt 5) := by","theorem my_favorite_theorem :
  IsLeast {u : ℝ | ∃ x y, u = x^2 + y^2 ∧ x^2 + 4 * y^2 = 4 * x} 0 ∧
  IsGreatest {u : ℝ | ∃ x y, u = x^2 + y^2 ∧ x^2 + 4 * y^2 = 4 * x} 16 ∧
  IsLeast {v : ℝ | ∃ x y, v = x + y ∧ x^2 + 4 * y^2 = 4 * x} (2 - sqrt 5) ∧
  IsGreatest {v : ℝ | ∃ x y, v = x + y ∧ x^2 + 4 * y^2 = 4 * x} (2 + sqrt 5) := by sorry",1,1
quantitative_reasoning_zh_blue_488,"Find the maximum and minimum values of the function \(f(x)=\frac{x - 1}{x^{2}-2x + 5}\), where \(\frac{3}{2}\leqslant x\leqslant2\).

Proof: Since \(x\neq1\), we have
\[
f(x)=\frac{x - 1}{(x - 1)^{2}+4}=\frac{1}{x - 1+\frac{4}{x - 1}}, x\in\left[\frac{3}{2},2\right].
\]
Let \(g(t)=t+\frac{4}{t}\), \(t\in\left[\frac{1}{2},1\right]\). Then \(g(t)\) is a decreasing function on \(\left[\frac{1}{2},1\right]\). So
\[
\begin{gathered}
g_{\min}(t)=g(1)=5,\\
g_{\max}(t)=g\left(\frac{1}{2}\right)=\frac{17}{2}.
\end{gathered}
\]
Therefore, the maximum value of \(f(x)\) is \(f\left(\frac{3}{2}\right)=\frac{1}{5}\), and the minimum value of \(f(x)\) is \(f(2)=\frac{2}{17}\). ","import Mathlib

open Real Set
open scoped BigOperators","theorem quantitative_reasoning_zh_blue_488 {f : ℝ → ℝ} (hf : f = λ x => (x - 1) / (x^2 - 2 * x + 5)) :
    IsGreatest (image f (Icc (3 / 2) 2)) (1 / 5) ∧
    IsLeast (image f (Icc (3 / 2) 2)) (2 / 17) := by","theorem my_favorite_theorem :
  IsGreatest {y | ∃ x : ℝ, y = (x - 1) / (x ^ 2 - 2 * x + 5) ∧ 3 / 2 ≤ x ∧ x ≤ 2} (1 / 5) ∧
  IsLeast {y | ∃ x : ℝ, y = (x - 1) / (x ^ 2 - 2 * x + 5) ∧ 3 / 2 ≤ x ∧ x ≤ 2} (2 / 17) := by sorry",0,1
quantitative_reasoning_zh_blue_561,"Let \(f(x)=x^{2}+ax + 3 - a\). If \(f(x)\) is always non - negative on the closed interval \([-2,2]\), find the range of the real number \(a\).

Proof: \(f(x)=\left(x+\dfrac{a}{2}\right)^{2}+3 - a-\dfrac{a^{2}}{4}\). The fact that \(f(x)\geqslant0\) holds for all \(x\in[-2,2]\) is equivalent to the minimum value of \(f(x)\) on \([-2,2]\) being non - negative.

(1) When \(-\dfrac{a}{2} \lt - 2\), that is \(a\gt4\), \(f_{\min}(x)=f(-2)=4-2a + 3 - a=7 - 3a\geqslant0\). Solving the inequality \(7 - 3a\geqslant0\), we get \(a\leqslant\dfrac{7}{3}\), which contradicts \(a\gt4\).

(2) When \(-2\leqslant-\dfrac{a}{2}\leqslant2\), that is \(-4\leqslant a\leqslant4\), then \(f_{\min}(x)=f\left(-\dfrac{a}{2}\right)=3 - a-\dfrac{a^{2}}{4}\geqslant0\). Solving the inequality \(3 - a-\dfrac{a^{2}}{4}\geqslant0\), we first rewrite it as \(a^{2}+4a - 12\leqslant0\), factoring gives \((a + 6)(a - 2)\leqslant0\), so \(-6\leqslant a\leqslant2\). Thus, in this case, \(-4\leqslant a\leqslant2\).

(3) When \(-\dfrac{a}{2}\gt2\), that is \(a\lt - 4\), then \(f_{\min}(x)=f(2)=4 + 2a+3 - a=7 + a\geqslant0\). Solving the inequality \(7 + a\geqslant0\), we get \(a\geqslant - 7\). So in this case, \(-7\leqslant a\lt - 4\).

In conclusion, the range of \(a\) is \([-7,2]\). ","import Mathlib

open Real Set
open scoped BigOperators","theorem quantitative_reasoning_zh_blue_561 (a : ℝ) (f : ℝ → ℝ)
  (hf : ∀ x, f x = x ^ 2 + a * x + 3 - a)
  (h : ∀ x ∈ Icc (-2) 2, f x ≥ 0) :
  a ∈ Icc (-7) 2 := by","theorem my_favorite_theorem (a : ℝ) :
  (∀ x ∈ Icc (-2) 2, (x^2 + a * x + 3 - a) ≥ 0) ↔ a ∈ Icc (-7) 2 := by sorry",0,1
quantitative_reasoning_zh_blue_559,"Given that the minimum value of \(f(x) = x^{2}+2x + 11\) on the interval \([t,t + 1]\) is \(g(t)\), find \(g(t)\).

Proof: The axis of symmetry of \(f(x)\) is \(x=-\frac{b}{2a}\). For the quadratic function \(y = ax^{2}+bx + c\) (in this case \(a = 1\), \(b=2\), \(c = 11\)), the axis of symmetry is \(x=-\frac{2}{2\times1}=-1\).

(1) When \(t + 1\lt - 1\), that is, when \(t\lt - 2\), the function \(y = f(x)\) is decreasing on the interval \([t,t + 1]\). So \(f_{\min}(x)=f(t + 1)=(t + 1)^{2}+2(t + 1)+11=t^{2}+2t + 1+2t+2 + 11=t^{2}+4t + 14\).

(2) When \(t + 1\geqslant - 1\) and \(t\leqslant - 1\), that is, when \(-2\leqslant t\leqslant - 1\), the vertex of the parabola \(y = f(x)\) lies within the interval \([t,t + 1]\). The minimum value of the function \(y = f(x)\) occurs at \(x=-1\), and \(f(-1)=(-1)^{2}+2\times(-1)+11=1 - 2 + 11 = 10\). So \(f_{\min}(x)=10\).

(3) When \(t\gt - 1\), the function \(y = f(x)\) is increasing on the interval \([t,t + 1]\). So \(f_{\min}(x)=f(t)=t^{2}+2t + 11\).

Therefore, \(g(t)=\begin{cases}t^{2}+4t + 14, &\text{when }t\lt - 2;\\10, &\text{when }- 2\leqslant t\leqslant - 1;\\t^{2}+2t + 11, &\text{when }t\gt - 1.\end{cases}\)","import Mathlib

open Real Set
open scoped BigOperators","theorem quantitative_reasoning_zh_blue_559 {f : ℝ → ℝ} (hf : f = λ x => x^2 + 2 * x + 11)
  (g : ℝ → ℝ) (hg : ∀ t, g t = sInf {f x | x ∈ Icc t (t + 1)}) :
  ∀ t, g t = if t < -2 then t^2 + 4 * t + 14 else (if (t ≤ -1 ∧ t + 1 ≥ -1) then 10 else t^2 + 2 * t + 11) := by","theorem my_favorite_theorem {f : ℝ → ℝ} (hf : f = λ x => x^2 + 2 * x + 11)
  (g : ℝ → ℝ) (hg : g = λ t => sInf {f x | x ∈ Icc t (t + 1)}) :
  g = λ t => if t < -2 then t^2 + 4 * t + 14 else if -2 ≤ t ∧ t ≤ -1 then 10 else t^2 + 2 * t + 11 := by sorry",0,1
quantitative_reasoning_zh_blue_558,"Let the quadratic function \(f(x) = x^{2}+x + a\) (\(a\gt0\)) satisfy \(f(m)\lt0\). Determine the sign of \(f(m + 1)\).

Proof: Since \(a\gt0\) and \(f(m)=m^{2}+m + a\lt0\), then \(m^{2}+m=m(m + 1)\lt0\). Thus, \(\begin{cases}m\lt0\\m + 1\gt0\end{cases}\).

So \(f(m + 1)=(m + 1)^{2}+(m + 1)+a\).

Expanding \((m + 1)^{2}+(m + 1)+a\), we get \(m^{2}+2m + 1+m + 1+a=m^{2}+3m + 2+a\).

We know that \(m^{2}+m\lt0\), that is \(m^{2}+m=-k\) for some \(k\gt0\).

\(f(m + 1)=(m^{2}+m)+2m + 2+a=-k + 2m+2+a\).

Since \(- 1\lt m\lt0\), then \(2m+2\gt0\).

And \(a\gt0,k\gt0\), so \(f(m + 1)=-k + 2m + 2+a\gt0\).

Therefore, the sign of \(f(m + 1)\) is positive. ",import Mathlib,"theorem quantitative_reasoning_zh_blue_558 (a : ℝ) (ha : a > 0) (f : ℝ → ℝ)
    (hf : ∀ x, f x = x ^ 2 + x + a) (m : ℝ) (hm : f m < 0) :
    f (m + 1) > 0 := by","theorem my_favorite_theorem (a : ℝ) (ha : 0 < a) (m : ℝ) (h : m^2 + m + a < 0) :
    (m + 1)^2 + (m + 1) + a > 0 := by sorry",0,1
quantitative_reasoning_zh_blue_504,"Let \(x\in\left(0,\frac{\pi}{2}\right)\) and \(y\in(0,+\infty)\). Find the minimum value of
\[(\sqrt{2}\cos x - y)^2+\left(\sqrt{2}\sin x-\frac{9}{y}\right)^2\]

Analysis: Recall the distance formula between two points. The expression \((\sqrt{2}\cos x - y)^2+\left(\sqrt{2}\sin x-\frac{9}{y}\right)^2\) can be regarded as the square of the distance between point \(A(\sqrt{2}\cos x,\sqrt{2}\sin x)\) and point \(B\left(y,\frac{9}{y}\right)\) in the plane rectangular coordinate system. And these two points can be seen as points on the curves determined by parameters \(x\) and \(y\). Then the problem can be transformed into finding the minimum distance between points on two curves.

Solution: As shown in the figure![](./images/volume2/figures/fig-c4e15.png), establish a rectangular coordinate system \(uOv\).
Let \(C_1:\left\{\begin{array}{l}u = \sqrt{2}\cos x\\v=\sqrt{2}\sin x\end{array},x\in\left(0,\frac{\pi}{2}\right)\right.\)
and \(C_2:\left\{\begin{array}{l}u = y\\v=\frac{9}{y}\end{array},y\in(0,+\infty)\right.\)
Then \((\sqrt{2}\cos x - y)^2+\left(\sqrt{2}\sin x-\frac{9}{y}\right)^2\) represents the square of the distance between point \(A(\sqrt{2}\cos x,\sqrt{2}\sin x)\) on curve \(C_1\) and point \(B\left(y,\frac{9}{y}\right)\) on curve \(C_2\).
Draw the graphs of curve \(C_1:u^{2}+v^{2}=2(u > 0,v > 0)\) and \(C_2:uv = 9(u > 0,v > 0)\). Obviously, when \(|OB|\) reaches its minimum value and points \(O\), \(A\), \(B\) are collinear, \(|AB|^{2}\) is the smallest.
Since
\[|OB|=\sqrt{y^{2}+\left(\frac{9}{y}\right)^{2}}\geqslant3\sqrt{2}\]
The equality holds when \(y = 3\). So
\[|AB|=|OB|-|OA|=3\sqrt{2}-\sqrt{2}=2\sqrt{2}\]
\[|AB|^{2}=8\]
So the minimum value of \((\sqrt{2}\cos x - y)^2+\left(\sqrt{2}\sin x-\frac{9}{y}\right)^2\) is \(8\).","import Mathlib

open Real Set
open scoped BigOperators","theorem quantitative_reasoning_zh_blue_504 :
  IsLeast {t : ℝ | ∃ x ∈ Ioo 0 (π/2), ∃ y > 0, t = (sqrt 2 * cos x - y)^2 + (sqrt 2 * sin x - 9/y)^2} 8 := by","theorem my_favorite_theorem :
  IsLeast {t : ℝ | ∃ x ∈ Ioo 0 (π/2), ∃ y > 0, t = ((Real.sqrt 2 * cos x - y)^2 + (Real.sqrt 2 * sin x - 9/y)^2)} 8 := by sorry",1,1
quantitative_reasoning_zh_blue_550,"Given that \(f(x) = x^{5}+ax^{3}+bx + c\sin x + 8\) (where \(a\), \(b\), \(c\) are real constants), and \(f(-2)=10\), find the value of \(f(2)\).

Proof: Let \(g(x)=f(x) - 8\), then \(g(x)=x^{5}+ax^{3}+bx + c\sin x\). For any real number \(x\), we have \(g(-x)=(-x)^{5}+a(-x)^{3}+b(-x)+c\sin(-x)=-(x^{5}+ax^{3}+bx + c\sin x)=-g(x)\), so \(g(x)\) is an odd function.

Since \(g(-2)=f(-2)-8 = 10 - 8 = 2\).

Because \(g(x)\) is an odd function, \(g(2)=-g(-2)=- 2\).

Then \(f(2)=g(2)+8=-2 + 8 = 6\).",import Mathlib,"theorem quantitative_reasoning_zh_blue_550
    {a b c : ℝ}
    (f : ℝ → ℝ)
    (hf : ∀ x, f x = x^5 + a * x^3 + b * x + c * Real.sin x + 8)
    (h : f (-2) = 10) :
    f 2 = 6 := by","theorem my_favorite_theorem (a b c : ℝ) (f : ℝ → ℝ)
    (h₀ : ∀ x, f x = x^5 + a * x^3 + b * x + c * Real.sin x + 8)
    (h₁ : f (-2) = 10) :
    f 2 = 6 := by sorry",1,1
quantitative_reasoning_zh_blue_451,"Divide the cuboid of dimensions \(a\times b\times c\) (\(a, b, c\in\mathbf{N}^*\)) into \(abc\) small cubes of dimensions \(1\times1\times1\).
Find the number of small cubes penetrated by a diagonal of the cuboid.

Prove that the answer is: Let the space region occupied by the cuboid be \(\{(x, y, z)\mid0\leqslant x\leqslant a, 0\leqslant y\leqslant b, 0\leqslant z\leqslant c\}\).
The path of a particle moving along the diagonal from \((0,0,0)\) to \((a,b,c)\) can be represented by the parameter \(t\) as
\[x = at, y = bt, z = ct, t\in[0,1].\]
As \(t\) increases, the particle enters a new small cube if and only if at least one of \(x\), \(y\), \(z\) is an integer, where \(t\in[0,1)\). Let
\[
\begin{align*}
A_x&=\{t\mid t\in[0,1), at\in\mathbf{Z}\},\\
A_y&=\{t\mid t\in[0,1), bt\in\mathbf{Z}\},\\
A_z&=\{t\mid t\in[0,1), ct\in\mathbf{Z}\}
\end{align*}
\]
Then \(|A_x| = a\), \(|A_y| = b\), \(|A_z| = c\).
Also, denote \(d_1=(a,b)\), \(d_2=(b,c)\), \(d_3=(c,a)\), \(d=(a,b,c)\). Then
\[A_x\cap A_y=\{t\mid t\in[0,1), d_1t\in\mathbf{Z}\},\]
and thus
\[|A_x\cap A_y| = d_1.\]
Similarly, \(|A_y\cap A_z| = d_2\), \(|A_z\cap A_x| = d_3\), \(|A_x\cap A_y\cap A_z| = d\).
By the principle of inclusion - exclusion, the number of small cubes that the particle passes through is
\[
\begin{align*}
|A_x\cup A_y\cup A_z|&=|A_x|+|A_y|+|A_z|-|A_x\cap A_y|-|A_y\cap A_z|-|A_z\cap A_x|+|A_x\cap A_y\cap A_z|\\
&=a + b + c-(a,b)-(b,c)-(c,a)+(a,b,c).
\end{align*}
\]","import Mathlib

open Finset","theorem quantitative_reasoning_zh_blue_451 (a b c : ℕ) (ha : 0 < a) (hb : 0 < b) (hc : 0 < c)
    (d1 d2 d3 d : ℕ) (hd1 : d1 = Nat.gcd a b) (hd2 : d2 = Nat.gcd b c) (hd3 : d3 = Nat.gcd c a)
    (hd : d = Nat.gcd (Nat.gcd a b) c) :
    {t : ℝ | t ∈ Set.Ico 0 1 ∧ ∃ k : ℤ, a * t = k}.ncard +
    {t : ℝ | t ∈ Set.Ico 0 1 ∧ ∃ k : ℤ, b * t = k}.ncard +
    {t : ℝ | t ∈ Set.Ico 0 1 ∧ ∃ k : ℤ, c * t = k}.ncard -
    {t : ℝ | t ∈ Set.Ico 0 1 ∧ ∃ k : ℤ, a * t = k ∧ b * t = k}.ncard -
    {t : ℝ | t ∈ Set.Ico 0 1 ∧ ∃ k : ℤ, b * t = k ∧ c * t = k}.ncard -
    {t : ℝ | t ∈ Set.Ico 0 1 ∧ ∃ k : ℤ, c * t = k ∧ a * t = k}.ncard +
    {t : ℝ | t ∈ Set.Ico 0 1 ∧ ∃ k : ℤ, a * t = k ∧ b * t = k ∧ c * t = k}.ncard =
    a + b + c - d1 - d2 - d3 + d := by","theorem my_favorite_theorem {a b c : ℕ} (ha : 0 < a) (hb : 0 < b) (hc : 0 < c) :
    {t : ℝ | t ∈ Ico 0 1 ∧ (a * t ∈ ℤ ∨ b * t ∈ ℤ ∨ c * t ∈ ℤ)}.ncard =
    a + b + c - Nat.gcd a b - Nat.gcd b c - Nat.gcd c a + Nat.gcd (Nat.gcd a b) c := by sorry",0,0
quantitative_reasoning_zh_blue_562,"Let \(a\) and \(b\) be the roots of the equations \(\log _2 x + x - 3 = 0\) and \(2^x + x - 3 = 0\) respectively. Find the values of \(a + b\) and \(\log _2 a + 2^b\).

Proof: In the rectangular coordinate system, draw the graphs of the functions \(y = 2^x\) and \(y=\log _2 x\) respectively, and then draw the lines \(y = x\) and \(y=-x + 3\), as shown in the figure![](./images/volume2/figures/fig-c3p6.png).

Since \(y = 2^x\) and \(y=\log _2 x\) are inverse functions of each other, their graphs are symmetric about the line \(y = x\).

The root \(a\) of the equation \(\log _2 x + x - 3 = 0\) is the abscissa of the intersection point \(A\) of the line \(y=-x + 3\) and the logarithmic curve \(y=\log _2 x\). The root \(b\) of the equation \(2^x + x - 3 = 0\) is the abscissa of the intersection point \(B\) of the line \(y=-x + 3\) and the exponential curve \(y = 2^x\).

Let the intersection point of \(y=-x + 3\) and \(y = x\) be \(M\). Then the coordinates of point \(M\) are \((\frac{3}{2},\frac{3}{2})\). So \(a + b = 2x_M = 3\), and \(\log _2 a+2^b = 2y_M = 3\). ","import Mathlib

open Real","theorem quantitative_reasoning_zh_blue_562 {a b : ℝ}
    (ha : logb 2 a + a - 3 = 0) (hb : 2 ^ b + b - 3 = 0) :
    a + b = 3 ∧ logb 2 a + 2 ^ b = 3 := by","theorem my_favorite_theorem {a b : ℝ} (ha : logb 2 a + a - 3 = 0) (hb : 2 ^ b + b - 3 = 0) :
    a + b = 3 ∧ logb 2 a + 2 ^ b = 3 := by sorry",1,1
quantitative_reasoning_zh_blue_599,"Given that \(f(x)\) is an even function and \(g(x)\) is an odd function, and
\[
f(x)+g(x)=1993x\sqrt{9 - x^{2}}+x^{1994}
\]
Find \(f(x)\) and \(g(x)\).

Proof: As known from the problem setting, the domains of \(f(x)\) and \(g(x)\) are \([-3,3]\). Substitute \(-x\) for \(x\) in the equation, and then combine the original equation with the new - obtained equation to get \(\begin{cases}f(x)+g(x)=1993x\sqrt{9 - x^{2}}+x^{1994}\\f(x)-g(x)=-1993x\sqrt{9 - x^{2}}+x^{1994}\end{cases}\). Solving this system of equations gives \(f(x)=x^{1994}\), \(g(x)=1993x\sqrt{9 - x^{2}}(-3\leqslant x\leqslant 3)\).",import Mathlib,"theorem quantitative_reasoning_zh_blue_599 {f g : ℝ → ℝ}
    (hf : ∀ x, f (-x) = f x) (hg : ∀ x, g (-x) = -g x)
    (hfg : ∀ x, f x + g x = 1993 * x * Real.sqrt (9 - x ^ 2) + x ^ 1994) :
    ∀ x, f x = x ^ 1994 ∧ g x = 1993 * x * Real.sqrt (9 - x ^ 2) := by","theorem my_favorite_theorem {f g : ℝ → ℝ} (hf : ∀ x, f (-x) = f x)
    (hg : ∀ x, g (-x) = -g x)
    (hfg : ∀ x ∈ Set.Icc (-3) 3, f x + g x = 1993 * x * Real.sqrt (9 - x ^ 2) + x ^ 1994) :
    ∀ x ∈ Set.Icc (-3) 3, f x = x ^ 1994 ∧ g x = 1993 * x * Real.sqrt (9 - x ^ 2) := by sorry",0,1
quantitative_reasoning_zh_blue_544,"Given that \(f\left(x-\frac{1}{x}\right)=x^{2}+\frac{1}{x^{2}} + 1\), find \(f(x + 1)\).

Proof: Let \(u=x-\frac{1}{x}\), then \(u^{2}=\left(x-\frac{1}{x}\right)^{2}=x^{2}+\frac{1}{x^{2}}-2\), so \(x^{2}+\frac{1}{x^{2}}=u^{2}+ 2\).

Substituting \(x^{2}+\frac{1}{x^{2}}=u^{2}+2\) into \(f\left(x-\frac{1}{x}\right)=x^{2}+\frac{1}{x^{2}}+1\), we get \(f(u)=(u^{2}+2)+1=u^{2}+3\).

Now, to find \(f(x + 1)\), we substitute \(u=x + 1\) into \(f(u)\). Then \(f(x + 1)=(x + 1)^{2}+3=x^{2}+2x+1 + 3=x^{2}+2x+4\). ",import Mathlib,"theorem quantitative_reasoning_zh_blue_544 {f : ℝ → ℝ} (h : ∀ x, f (x - 1 / x) = x ^ 2 + 1 / x ^ 2 + 1) :
    ∀ x, f (x + 1) = x ^ 2 + 2 * x + 4 := by","theorem my_favorite_theorem {f : ℝ → ℝ} (hf : ∀ x, f (x - 1 / x) = x ^ 2 + 1 / x ^ 2 + 1) :
    ∀ x, f (x + 1) = x ^ 2 + 2 * x + 4 := by sorry",1,1
quantitative_reasoning_zh_blue_608,"For any \(x, y\in\mathbf{Q}^{+}\) (\(\mathbf{Q}^{+}\) is the set of positive rational numbers), it always holds that: \(f(xf(y)) = \frac{f(x)}{y}\).
If \(f(2)=a\) and \(f(3)=b\), find \(f(3^{n})\) and \(f(486)\).

Proof: Let \(x = y = 1\), then \(f(f(1))=f(1)\cdots(1)\).
Let \(y = f(1)\), then \(f(xf(f(1)))=\frac{f(x)}{f(1)}\cdots(2)\).
Let \(y = 1\), then \(f(xf(1))=f(x)\cdots(3)\).
Substitute \((1)\) into \((3)\) and use \((2)\), we have \(f(x)=f(xf(f(1)))=\frac{f(x)}{f(1)}\). So \(f(1) = 1\).
Let \(x = 1\) in the original identity, then \(f(f(y))=\frac{f(1)}{y}=\frac{1}{y}\cdots(4)\).
Let \(y = f(t)\), from the original identity and \((4)\), we have \(f(x)=f(t)f(xf(f(t)))=f(t)f(\frac{x}{t})\).
Let \(x = st\), from the above formula, we get \(f(st)=f(s)f(t)\).
Therefore, \(f(3^{n})=(f(3))^{n}=b^{n}\), and \(f(486)=f(3^{5}\times2)=ab^{5}\). ",import Mathlib,"theorem quantitative_reasoning_zh_blue_608 {f : ℚ → ℚ} (hf : ∀ x y, 0 < x → 0 < y → f (x * f y) = f x / y)
    (a b : ℚ) (ha : f 2 = a) (hb : f 3 = b) :
    ∀ n, f (3 ^ n) = b ^ n ∧ f 486 = a * b ^ 5 := by","theorem my_favorite_theorem {f : ℚ → ℚ} (hf : ∀ x y, 0 < x → 0 < y → f (x * f y) = f x / y)
    (a b : ℚ) (ha : f 2 = a) (hb : f 3 = b) :
    ∀ n, f (3 ^ n) = b ^ n ∧ f 486 = a * b ^ 5 := by sorry",1,1
quantitative_reasoning_zh_blue_614,"Solve the functional equation: \(f(n + 1)=2f(n)+1\), where \(f(1) = 1\) and \(n\in\mathbf{N}_{+}\).

Proof: Since \(f(1)=1\) and \(f(n + 1)=2f(n)+1\), then \(f(1)+1 = 2\), and \(f(n + 1)+1=2[f(n)+1]\). That is to say, \(\{f(n)+1\}\) is a geometric sequence with the first term \(a_{1}=2\) and the common ratio \(q = 2\).

Therefore, \(f(n)+1=2\times2^{n - 1}=2^{n}\). So \(f(n)=2^{n}-1\) is the required function. ",import Mathlib,"theorem quantitative_reasoning_zh_blue_614 {f : ℕ → ℤ} (hf1 : f 1 = 1) (hfn : ∀ n > 0, f (n + 1) = 2 * f n + 1) :
    ∀ n > 0, f n = 2 ^ n - 1 := by","theorem my_favorite_theorem {f : ℕ → ℕ} (hf : f 1 = 1) (hf' : ∀ n, f (n + 1) = 2 * f n + 1) :
    ∀ n, f n = 2 ^ n - 1 := by sorry",0,1
quantitative_reasoning_zh_blue_613,"Let \(f:\mathbf{R}\to\mathbf{R}\) be a continuous function and satisfy:
\[2f\left(\frac{x + y}{2}\right)=f(x)+f(y),\quad x,y\in\mathbf{R}.\]
Find \(f(x)\).

Proof: Let \(f(0) = b\). From the given functional equation, we have \(f\left(\frac{x}{2}\right)=f\left(\frac{x + 0}{2}\right)=\frac{1}{2}[f(x)+f(0)]=\frac{1}{2}[f(x)+b]\). 

Moreover, \(\frac{1}{2}[f(x)+f(y)]=f\left(\frac{x + y}{2}\right)=\frac{1}{2}[f(x + y)+b]\). So \(f(x + y)=f(x)+f(y)-b\).

Let \(g(x)=f(x)-b\), substituting it into the above equation gives \(g(x + y)=g(x)+g(y)\). This is exactly the Cauchy's equation. So \(g(x)=ax\), where \(a = g(1)=f(1)-b\). 

Therefore, \(f(x)=ax + b\), where \(a=f(1)-f(0)\) and \(b = f(0)\). ",import Mathlib,"theorem quantitative_reasoning_zh_blue_613 (f : ℝ → ℝ) (hf : Continuous f)
    (h : ∀ x y, 2 * f ((x + y) / 2) = f x + f y) :
    ∃ a b, ∀ x, f x = a * x + b ∧ a = f 1 - f 0 ∧ b = f 0 := by","theorem my_favorite_theorem {f : ℝ → ℝ} (hf : Continuous f)
    (h : ∀ x y, 2 * f ((x + y) / 2) = f x + f y) :
    ∃ a b, ∀ x, f x = a * x + b := by sorry",0,1
quantitative_reasoning_zh_blue_501,"Under the constraints $x\geqslant0$, $y\geqslant0$ and $3\leqslant x + y\leqslant5$, find the maximum and minimum values of the function $u = x^{2}-xy + y^{2}$.

Solution: Let $x = a\sin^{2}\theta$, $y = a\cos^{2}\theta$, $\theta\in[0,2\pi)$, then $3\leqslant a\leqslant5$. Thus
$$
\begin{align*}
u&=a^{2}\sin^{4}\theta - a^{2}\sin^{2}\theta\cos^{2}\theta + a^{2}\cos^{4}\theta\\
&=a^{2}[(\sin^{2}\theta+\cos^{2}\theta)^{2}-3\sin^{2}\theta\cos^{2}\theta]\\
&=a^{2}(1 - \frac{3}{4}\sin^{2}2\theta).
\end{align*}
$$
Since $0\leqslant\sin^{2}2\theta\leqslant1$, when $\sin^{2}2\theta = 1$, $u = a^{2}(1-\frac{3}{4})=\frac{1}{4}a^{2}$. Considering $3\leqslant a\leqslant5$, the minimum value of $u$ in this case occurs when $a = 3$, and $u=\frac{1}{4}\times3^{2}=\frac{9}{4}$.
When $\sin^{2}2\theta = 0$, $u = a^{2}$. Considering $3\leqslant a\leqslant5$, the maximum value of $u$ occurs when $a = 5$, and $u = 5^{2}=25$.
So $\frac{9}{4}\leqslant u\leqslant25$. Therefore, $u_{\min}=\frac{9}{4}$, $u_{\max}=25$.
Note that both $\frac{9}{4}$ and $25$ can be achieved. ","import Mathlib

open Real Set
open scoped BigOperators","theorem quantitative_reasoning_zh_blue_501 :
  IsLeast {u : ℝ | ∃ x y : ℝ, x ≥ 0 ∧ y ≥ 0 ∧ 3 ≤ x + y ∧ x + y ≤ 5 ∧ u = x^2 - x * y + y^2} (9 / 4) ∧
  IsGreatest {u : ℝ | ∃ x y : ℝ, x ≥ 0 ∧ y ≥ 0 ∧ 3 ≤ x + y ∧ x + y ≤ 5 ∧ u = x^2 - x * y + y^2} 25 := by","theorem my_favorite_theorem :
  IsLeast {u : ℝ | ∃ x y : ℝ, x ≥ 0 ∧ y ≥ 0 ∧ 3 ≤ x + y ∧ x + y ≤ 5 ∧ u = x^2 - x * y + y^2} (9 / 4) ∧
  IsGreatest {u : ℝ | ∃ x y : ℝ, x ≥ 0 ∧ y ≥ 0 ∧ 3 ≤ x + y ∧ x + y ≤ 5 ∧ u = x^2 - x * y + y^2} 25 := by sorry",1,1
